name,year,kilometers_Driven,fuel_Type,transmission,owner_Type,mileage,selling_price,price
Hyundai Grand i10 1.2 CRDi Sportz Option,2014,42277,Diesel,Manual,First,24.0 kmpl,3.85,385000
Mercedes-Benz E-Class E250 CDI Avantgrade,2014,46000,Diesel,Automatic,First,13.0 kmpl,23.25,2325000
Mahindra Bolero ZLX,2012,35000,Diesel,Manual,First,13.6 kmpl,7,700000
Hyundai Grand i10 Asta Option,2015,50000,Petrol,Manual,First,18.9 kmpl,5.75,575000
Hyundai i10 Magna 1.2,2008,62000,Petrol,Manual,Second,20.36 kmpl,1.65,165000
Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,2012,78000,Diesel,Manual,First,19.33 kmpl,6.5,650000
Skoda Yeti Elegance,2011,79000,Diesel,Manual,First,17.67 kmpl,7.5,750000
Audi Q7 45 TDI Quattro Premium Plus,2019,6773,Diesel,Automatic,First,14.75 kmpl,72.94,7294000
Toyota Fortuner 3.0 Diesel,2010,135000,Diesel,Manual,Second,11.5 kmpl,11,1100000
Maruti Wagon R VXI Minor ABS,2013,36716,Petrol,Manual,First,18.9 kmpl,3.02,302000
Hyundai EON Era,2013,65060,Petrol,Manual,First,21.1 kmpl,3.32,332000
Honda Brio S MT,2013,33000,Petrol,Manual,First,19.4 kmpl,3.24,324000
Maruti Alto 800 VXI,2015,11110,Petrol,Manual,First,22.74 kmpl,2.35,235000
Mahindra Bolero ZLX,2013,63000,Diesel,Manual,First,15.96 kmpl,5.5,550000
Honda City i VTEC SV,2015,27030,Petrol,Manual,First,17.8 kmpl,6.75,675000
Skoda Rapid 1.6 MPI Elegance Black Package,2015,19600,Petrol,Manual,First,15.0 kmpl,6.15,615000
Maruti Swift VVT VXI,2016,27755,Petrol,Manual,First,22.0 kmpl,5.45,545000
Hyundai EON Magna Plus,2013,20000,Petrol,Manual,Second,21.1 kmpl,2.3,230000
Maruti Swift Dzire ZXI,2015,24782,Petrol,Manual,First,20.85 kmpl,6.21,621000
Nissan Micra XV CVT,2014,47303,Petrol,Automatic,First,19.34 kmpl,5.21,521000
Audi Q7 4.2 FSI quattro,2008,71000,Petrol,Automatic,First,8.3 kmpl,11.99,1199000
Maruti Swift Vdi BSIII,2010,135000,Diesel,Manual,First,17.8 kmpl,3.1,310000
Tata Xenon XT EX 4X2,2017,1000,Diesel,Manual,First,13.49 kmpl,7.5,750000
Volkswagen Polo 1.5 TDI Comfortline,2016,29000,Diesel,Manual,First,20.14 kmpl,4,400000
Honda City i VTEC SV,2016,36367,Petrol,Manual,First,17.8 kmpl,7.73,773000
Honda City i VTEC V,2015,38000,Petrol,Manual,First,17.4 kmpl,7.8,780000
Maruti 800 AC BSIII,2011,83969,Petrol,Manual,First,16.1 kmpl,1.3,130000
Volkswagen Polo 1.5 TDI Trendline,2014,82621,Diesel,Manual,First,20.14 kmpl,4.42,442000
Chevrolet Captiva LTZ VCDi,2009,89000,Diesel,Automatic,First,12.5 kmpl,4,400000
Mahindra XUV500 W10 2WD,2016,54000,Diesel,Manual,First,16.0 kmpl,13,1300000
Honda Amaze VX i-DTEC,2015,61691,Diesel,Manual,First,25.8 kmpl,5.38,538000
Hyundai i20 1.2 Sportz Option,2011,32200,Petrol,Manual,Second,17.0 kmpl,3.25,325000
Maruti Wagon R AMT VXI,2016,68630,Petrol,Automatic,First,20.51 kmpl,3.87,387000
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,2014,61000,Diesel,Automatic,Second,16.96 kmpl,8.25,825000
Maruti Ciaz 1.4 Zeta,2018,32644,Petrol,Manual,First,20.73 kmpl,9.28,928000
Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV,2012,85000,Diesel,Automatic,First,11.79 kmpl,6.25,625000
Chevrolet Aveo U-VA 1.2 LS,2008,75000,Petrol,Manual,Second,15.26 kmpl,1.15,115000
Maruti Ciaz ZXi Option,2016,40347,Petrol,Manual,First,20.73 kmpl,7.8,780000
Hyundai i20 1.4 CRDi Asta,2012,60788,Diesel,Manual,First,23.0 kmpl,4.5,450000
Honda Jazz 1.2 SV i VTEC,2018,18664,Petrol,Manual,First,18.7 kmpl,7.56,756000
Mahindra XUV500 W10 2WD,2017,57847,Diesel,Manual,First,16.0 kmpl,16.08,1608000
Hyundai i20 1.2 Sportz,2012,52237,Petrol,Manual,First,17.0 kmpl,4.5,450000
Hyundai Verna 1.6 SX,2012,128000,Diesel,Manual,First,22.32 kmpl,5,500000
Hyundai i10 Era 1.1,2011,54000,Petrol,Manual,First,19.81 kmpl,2.2,220000
Maruti Celerio VXI AT,2014,49800,Petrol,Automatic,First,23.1 kmpl,4,400000
Skoda Fabia 1.2 TDI Ambition,2012,98000,Diesel,Manual,First,20.86 kmpl,2.51,251000
Maruti Swift VDI BSIV,2015,60095,Diesel,Manual,First,25.2 kmpl,4.75,475000
Hyundai i10 Magna(O) with Sun Roof,2008,68000,Petrol,Manual,Second,16.0 kmpl,2,200000
Hyundai i10 Magna 1.2,2010,81402,Petrol,Manual,Second,20.36 kmpl,2.1,210000
Ford Ecosport 1.5 Ti VCT AT Titanium,2013,38000,Petrol,Automatic,First,16.5 kmpl,6.25,625000
Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,2011,92239,Diesel,Automatic,Second,11.5 kmpl,10.6,1060000
Maruti Swift VDI BSIV,2017,49224,Diesel,Manual,First,25.2 kmpl,6,600000
Maruti 800 Std BSIII,2004,12000,Petrol,Manual,Second,16.1 kmpl,0.45,45000
Maruti Swift Lxi BSIII,2010,54898,Petrol,Manual,Third,16.1 kmpl,2.5,250000
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2018,2500,Petrol,Manual,First,15.29 kmpl,12.75,1275000
BMW X1 M Sport sDrive 20d,2017,32838,Diesel,Automatic,First,17.05 kmpl,30.29,3029000
Ford Ikon 1.3 Flair,2006,27076,Petrol,Manual,First,13.8 kmpl,1.6,160000
Ford Ecosport 1.5 DV5 MT Titanium Optional,2017,75445,Diesel,Manual,First,22.7 kmpl,7.54,754000
Maruti Ciaz VXi Plus,2015,46601,Petrol,Manual,First,20.73 kmpl,6.84,684000
Volkswagen Passat Diesel Highline 2.0 TDI,2012,72000,Diesel,Automatic,First,18.33 kmpl,6,600000
Honda Jazz 1.5 VX i DTEC,2017,27000,Diesel,Manual,First,27.3 kmpl,8,800000
Audi A4 35 TDI Premium,2016,68193,Diesel,Automatic,First,17.11 kmpl,24.74,2474000
Hyundai Grand i10 CRDi Sportz Celebration Edition,2017,34429,Diesel,Manual,First,24.0 kmpl,5.5,550000
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,2013,46000,Diesel,Automatic,First,12.0 kmpl,36,3600000
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,80544,Diesel,Manual,First,12.99 kmpl,11.79,1179000
Nissan Sunny 2011-2014 XL,2011,42000,Petrol,Manual,Second,16.95 kmpl,3,300000
Skoda Laura Ambiente 2.0 TDI CR AT,2011,94821,Diesel,Automatic,Second,20.0 kmpl,6.75,675000
Chevrolet Aveo 1.4 LS,2006,100000,Petrol,Manual,First,14.49 kmpl,1.4,140000
Honda Mobilio V i DTEC,2014,57000,Diesel,Manual,First,24.2 kmpl,5.75,575000
Maruti Ritz VDi,2010,79894,Diesel,Manual,First,21.1 kmpl,3.4,340000
Volkswagen Polo Petrol Highline 1.2L,2011,44748,Petrol,Manual,Second,16.47 kmpl,4.89,489000
Nissan Terrano XL,2013,31000,Petrol,Manual,First,13.24 kmpl,4.95,495000
Maruti A-Star AT Vxi Aktiv,2013,60587,Petrol,Automatic,Second,16.98 kmpl,3.49,349000
Toyota Etios Liva GD,2011,32000,Diesel,Manual,First,23.59 kmpl,3.85,385000
Honda City 1.5 S MT,2014,43772,Petrol,Manual,First,17.0 kmpl,6.35,635000
Hyundai Grand i10 AT Asta,2017,23576,Petrol,Automatic,First,18.9 kmpl,7.08,708000
Jaguar XE 2.0L Diesel Prestige,2017,4000,Diesel,Automatic,First,13.6 kmpl,38,3800000
Mahindra Scorpio VLX,2012,62000,Diesel,Manual,First,12.05 kmpl,6.25,625000
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,2011,36000,Petrol,Automatic,First,11.74 kmpl,10.15,1015000
Skoda Superb Elegance 1.8 TSI AT,2014,80000,Petrol,Automatic,First,13.7 kmpl,10.75,1075000
Chevrolet Cruze LTZ AT,2012,137008,Diesel,Automatic,First,18.1 kmpl,4.65,465000
Mahindra Scorpio VLX,2010,61001,Diesel,Manual,First,12.05 kmpl,4.75,475000
Hyundai Verna 1.6 SX VTVT (O),2015,52191,Petrol,Manual,First,17.1 kmpl,7.78,778000
Hyundai i20 1.4 Asta CRDi with AVN,2016,77076,Diesel,Manual,First,23.0 kmpl,6.75,675000
Honda City ZX CVT,2008,56000,Petrol,Automatic,First,16.4 kmpl,2.99,299000
Hyundai i10 Magna,2013,21000,Petrol,Manual,First,20.36 kmpl,2.35,235000
Honda Amaze S i-Dtech,2013,89429,Diesel,Manual,First,25.8 kmpl,3.65,365000
Maruti Wagon R LXI,2012,45631,Petrol,Manual,Second,22.5 kmpl,2.74,274000
Honda Brio S MT,2013,53959,Petrol,Manual,First,19.4 kmpl,3.5,350000
Hyundai i20 1.2 Sportz Option,2014,55804,Petrol,Manual,First,17.0 kmpl,4.76,476000
Volkswagen Vento 2013-2015 1.6 Comfortline,2016,25899,Petrol,Manual,First,15.04 kmpl,6.2,620000
Skoda Octavia Rider 1.9 TDI MT,2008,82000,Diesel,Manual,Second,18.7 kmpl,2.35,235000
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,2014,52000,Diesel,Automatic,First,13.0 kmpl,24.5,2450000
Renault Duster Petrol RxL,2013,20000,Petrol,Manual,First,13.24 kmpl,6,600000
Hyundai EON Sportz,2017,31829,Petrol,Manual,First,21.1 kmpl,3.65,365000
Maruti Swift VXI,2016,18094,Petrol,Manual,Second,18.6 kmpl,6.26,626000
Nissan Micra Diesel,2011,80000,Diesel,Manual,Second,19.5 kmpl,2.1,210000
Audi Q5 3.0 TDI Quattro Technology,2015,11964,Diesel,Automatic,First,13.22 kmpl,32.95,3295000
Hyundai i20 1.2 Spotz,2018,22684,Petrol,Manual,First,18.6 kmpl,7.8,780000
Honda Brio S MT,2014,43521,Petrol,Manual,First,19.4 kmpl,4.25,425000
Maruti Swift Dzire ZXi,2014,49386,Petrol,Manual,First,17.5 kmpl,4.86,486000
Hyundai Grand i10 1.2 Kappa Magna,2017,12248,Petrol,Manual,First,18.9 kmpl,4.9,490000
Mahindra Xylo E8 ABS BS IV,2014,67771,Diesel,Manual,First,11.68 kmpl,7.06,706000
Volkswagen Polo GTI,2015,60007,Petrol,Automatic,First,17.21 kmpl,4.5,450000
Maruti Alto K10 VXI,2011,48624,Petrol,Manual,First,24.07 kmpl,3.22,322000
Volkswagen Polo Diesel Comfortline 1.2L,2014,30000,Diesel,Manual,First,22.07 kmpl,3.25,325000
Hyundai Grand i10 Sportz,2016,81605,Petrol,Manual,First,18.9 kmpl,4.53,453000
Mercedes-Benz New C-Class C 220 CDI Elegance AT,2017,32642,Diesel,Automatic,First,14.84 kmpl,34.78,3478000
Hyundai Verna 1.6 SX VTVT AT,2014,34200,Petrol,Automatic,First,15.74 kmpl,6.5,650000
Fiat Punto EVO 1.2 Emotion,2010,72204,Petrol,Manual,First,15.7 kmpl,2.25,225000
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2011,156347,Diesel,Manual,Second,12.99 kmpl,8,800000
Mahindra TUV 300 2015-2019 mHAWK100 T8 AMT,2017,47357,Diesel,Automatic,First,18.49 kmpl,8.37,837000
Volkswagen Polo 1.5 TDI Comfortline,2015,61738,Diesel,Manual,First,20.14 kmpl,5.39,539000
BMW 5 Series 520d Luxury Line,2018,32586,Diesel,Automatic,First,22.48 kmpl,37.3,3730000
Mercedes-Benz GLE 350d,2018,40129,Diesel,Automatic,First,11.57 kmpl,70.8,7080000
Mercedes-Benz M-Class ML 350 CDI,2012,51000,Diesel,Automatic,First,11.74 kmpl,22.25,2225000
Hyundai Grand i10 1.2 Kappa Sportz,2018,10393,Petrol,Manual,First,18.9 kmpl,6.03,603000
Skoda Superb Elegance 1.8 TSI AT,2011,46000,Petrol,Automatic,First,13.7 kmpl,4.9,490000
Hyundai i10 Sportz AT,2013,21000,Petrol,Automatic,First,16.95 kmpl,3.96,396000
Hyundai i20 1.4 CRDi Asta,2011,113562,Diesel,Manual,First,23.0 kmpl,4.6,460000
Mahindra Scorpio VLX,2011,100010,Diesel,Manual,Second,12.05 kmpl,5.5,550000
Honda Brio V MT,2013,63107,Petrol,Manual,First,19.4 kmpl,3.25,325000
Hyundai i20 1.2 Magna Executive,2017,58500,Petrol,Manual,First,18.6 kmpl,6.25,625000
Ford Endeavour 4x2 XLT Limited Edition,2007,90000,Diesel,Manual,Fourth & Above,10.9 kmpl,3,300000
Hyundai Verna CRDi SX,2011,108242,Diesel,Manual,First,16.8 kmpl,4.25,425000
Toyota Fortuner 3.0 Diesel,2011,146300,Diesel,Manual,First,11.5 kmpl,12.25,1225000
BMW X1 sDrive20d,2011,62943,Diesel,Automatic,Second,17.05 kmpl,10.95,1095000
Toyota Fortuner 4x2 AT,2013,65000,Diesel,Automatic,First,12.55 kmpl,16.5,1650000
Honda Amaze V CVT Petrol,2018,1700,Petrol,Automatic,First,19.0 kmpl,7.8,780000
Hyundai i10 Era 1.1,2013,34697,Petrol,Manual,First,19.81 kmpl,3.7,370000
Hyundai i20 1.2 Sportz,2012,58000,Petrol,Manual,First,17.0 kmpl,4,400000
BMW 3 Series 320d GT Luxury Line,2015,32500,Diesel,Automatic,First,19.59 kmpl,26.75,2675000
Audi Q3 35 TDI Quattro Premium Plus,2016,58661,Diesel,Automatic,First,15.17 kmpl,28.03,2803000
Maruti Swift VXI Optional,2017,37124,Petrol,Manual,First,20.4 kmpl,5.44,544000
Maruti Baleno Delta Automatic,2017,44000,Petrol,Automatic,First,21.4 kmpl,6.2,620000
Hyundai Accent GLE,2005,45200,Petrol,Manual,First,13.2 kmpl,0.9,90000
Maruti Ritz LXi,2016,11000,Petrol,Manual,First,18.5 kmpl,3.95,395000
Tata Nano Lx,2011,65000,Petrol,Manual,Second,26.0 kmpl,0.44,44000
Ford Figo Diesel EXI,2012,55005,Diesel,Manual,First,20.0 kmpl,2.75,275000
Volkswagen Passat Diesel Highline 2.0 TDI,2011,81650,Diesel,Automatic,First,18.33 kmpl,7.5,750000
Fiat Linea Emotion Pack (Diesel),2010,160000,Diesel,Manual,Second,19.0 kmpl,2.5,250000
Mahindra Xylo D4,2015,169000,Diesel,Manual,First,14.95 kmpl,5,500000
Maruti Wagon R VXI,2013,67263,Petrol,Manual,First,18.9 kmpl,3.6,360000
Toyota Etios G Safety,2012,44223,Petrol,Manual,First,17.6 kmpl,3.99,399000
Hyundai Grand i10 Sportz,2015,36840,Petrol,Manual,First,18.9 kmpl,5.64,564000
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2014,160000,Diesel,Manual,First,12.99 kmpl,12,1200000
Tata Indica V2 DLS TC,2008,133000,Diesel,Manual,First,16.8 kmpl,0.7,70000
BMW 3 Series 320d Sport Line,2015,69123,Diesel,Automatic,First,18.88 kmpl,19,1900000
Ford Endeavour 3.2 Titanium AT 4X4,2017,38000,Diesel,Automatic,First,10.91 kmpl,30.48,3048000
Maruti Ciaz Zeta,2017,5500,Petrol,Manual,First,21.56 kmpl,8.2,820000
Ford Figo 1.5D Titanium Plus MT,2015,1001,Diesel,Manual,First,25.83 kmpl,7.55,755000
Chevrolet Aveo U-VA 1.2 LS,2007,59000,Petrol,Manual,Third,15.26 kmpl,0.99,99000
Honda City 1.5 V AT,2011,78256,Petrol,Automatic,First,16.8 kmpl,4.15,415000
Nissan Sunny XL,2016,90000,Petrol,Manual,First,16.95 kmpl,6.2,620000
Maruti Swift Dzire VXI,2016,18000,Petrol,Manual,First,19.1 kmpl,4.4,440000
Ford Figo Diesel Titanium,2012,60000,Diesel,Manual,First,20.0 kmpl,2.1,210000
Fiat Grande Punto 1.3 Emotion (Diesel),2011,130000,Diesel,Manual,First,20.3 kmpl,2.2,220000
Hyundai Elite i20 Petrol Asta,2018,32851,Petrol,Manual,First,18.6 kmpl,8.34,834000
Maruti Swift Dzire VDI,2014,32000,Diesel,Manual,First,23.4 kmpl,4.35,435000
Ford Ecosport 1.5 DV5 MT Titanium,2014,62700,Diesel,Manual,First,22.7 kmpl,6.8,680000
Maruti Swift Dzire VDi,2010,71000,Diesel,Manual,First,19.3 kmpl,3.3,330000
Hyundai Grand i10 Sportz,2016,19947,Petrol,Manual,First,18.9 kmpl,5.04,504000
Ford Endeavour 3.0L 4X4 AT,2012,91000,Diesel,Automatic,First,11.4 kmpl,9.2,920000
Volkswagen Polo Diesel Highline 1.2L,2014,74000,Diesel,Manual,First,22.07 kmpl,5.7,570000
Mahindra TUV 300 2015-2019 mHAWK100 T8,2018,55594,Diesel,Manual,First,18.49 kmpl,8.48,848000
BMW X6 xDrive 40d,2013,58000,Diesel,Automatic,First,11.2 kmpl,48,4800000
Renault Duster 110PS Diesel RxZ,2012,110224,Diesel,Manual,First,19.01 kmpl,6.1,610000
Maruti Wagon R LXI,2010,21002,Petrol,Manual,First,22.5 kmpl,2.75,275000
Maruti Ertiga SHVS VDI,2017,121000,Diesel,Manual,First,24.52 kmpl,8,800000
Maruti Alto LXi BSIII,2010,73513,Petrol,Manual,First,19.7 kmpl,1.85,185000
Maruti Wagon R AMT VXI Option,2015,34000,Petrol,Automatic,First,20.51 kmpl,3.85,385000
Maruti Eeco 7 Seater Standard,2017,28371,Petrol,Manual,First,15.1 kmpl,4.74,474000
Renault Duster 110PS Diesel RxL,2013,74755,Diesel,Manual,First,19.6 kmpl,5.63,563000
Maruti Zen Estilo 1.1 LX BSIII,2011,25805,Petrol,Manual,First,18.2 kmpl,2.62,262000
Renault Duster Petrol RxL,2015,82603,Petrol,Manual,First,13.06 kmpl,4.9,490000
Honda Civic 2006-2010 1.8 S MT,2006,110000,Petrol,Manual,First,13.5 kmpl,2.65,265000
Mahindra XUV500 W8 2WD,2012,88000,Diesel,Manual,First,16.0 kmpl,5.99,599000
Mahindra Verito 1.5 D6 BSIV,2011,110000,Diesel,Manual,Second,21.0 kmpl,2.4,240000
Renault KWID Climber 1.0 MT,2017,15000,Petrol,Manual,First,21.7 kmpl,4.25,425000
Porsche Cayenne Diesel,2013,70000,Diesel,Automatic,First,15.15 kmpl,40,4000000
Maruti Swift DDiS VDI,2008,150000,Diesel,Manual,Second,28.4 kmpl,2.7,270000
Datsun GO T Option,2016,19000,Petrol,Manual,First,20.63 kmpl,2.99,299000
Hyundai i20 1.2 Magna,2011,37442,Petrol,Manual,First,18.5 kmpl,3.4,340000
BMW 5 Series 2013-2017 520d Luxury Line,2016,63111,Diesel,Automatic,Second,18.12 kmpl,30.8,3080000
Maruti Ertiga ZDI,2012,88000,Diesel,Manual,First,20.77 kmpl,5.85,585000
Hyundai Grand i10 Magna,2014,42355,Petrol,Manual,First,18.9 kmpl,4,400000
BMW 3 Series 330i,2011,75871,Petrol,Automatic,First,9.43 kmpl,14.12,1412000
Chevrolet Cruze LTZ,2011,65000,Diesel,Manual,First,17.9 kmpl,4.55,455000
Mercedes-Benz M-Class ML 350 4Matic,2015,69000,Diesel,Automatic,First,0.0 kmpl,38,3800000
Maruti Ritz LDi,2011,79232,Diesel,Manual,First,21.1 kmpl,2.9,290000
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,2007,220000,Petrol,Automatic,Second,11.74 kmpl,6,600000
Hyundai i20 1.2 Magna Executive,2016,28470,Petrol,Manual,First,18.6 kmpl,6.95,695000
Hyundai EON 1.0 Kappa Magna Plus Optional,2014,9759,Petrol,Manual,First,20.3 kmpl,2.75,275000
Maruti Swift VDI,2014,75216,Diesel,Manual,First,22.9 kmpl,5.1,510000
Hyundai i20 Sportz 1.2,2017,8000,Petrol,Manual,First,18.6 kmpl,6.75,675000
Maruti Ritz ZXi,2014,59451,Petrol,Manual,First,18.5 kmpl,3.69,369000
Maruti Swift VDI,2013,53996,Diesel,Manual,First,22.9 kmpl,5.45,545000
Honda WRV i-VTEC VX,2018,15135,Petrol,Manual,First,17.5 kmpl,9.29,929000
Hyundai Xcent 1.2 Kappa AT S Option,2015,53000,Petrol,Automatic,Second,16.9 kmpl,4,400000
Honda Amaze E i-Vtech,2013,40000,Petrol,Manual,First,18.0 kmpl,2.9,290000
Hyundai Verna 1.6 SX VTVT (O),2013,21107,Petrol,Manual,First,17.1 kmpl,5.25,525000
Honda City V MT,2014,56000,Petrol,Manual,First,16.8 kmpl,5.75,575000
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2017,19623,Petrol,Manual,First,15.29 kmpl,13.12,1312000
Mahindra XUV500 W8 2WD,2014,70963,Diesel,Manual,First,15.1 kmpl,7.83,783000
Maruti Wagon R LXI CNG,2013,25755,CNG,Manual,First,26.6 km/kg,3.15,315000
Toyota Innova 2.5 V Diesel 7-seater,2013,51450,Diesel,Manual,First,12.8 kmpl,10.4,1040000
Maruti Swift VDI,2012,75000,Diesel,Manual,First,22.9 kmpl,4.35,435000
Maruti Wagon R VXI AMT,2017,37832,Petrol,Automatic,First,22.5 kmpl,5.23,523000
Hyundai Grand i10 1.2 Kappa Asta,2016,43041,Petrol,Manual,First,18.9 kmpl,6.01,601000
Honda Amaze VX i-DTEC,2014,97236,Diesel,Manual,First,25.8 kmpl,4.4,440000
BMW 3 Series 320d Highline,2010,83000,Diesel,Automatic,First,16.07 kmpl,12.75,1275000
Ford Figo Petrol Titanium,2011,65000,Petrol,Manual,First,15.6 kmpl,2.4,240000
Volkswagen Ameo 1.2 MPI Trendline,2018,46007,Petrol,Manual,First,17.0 kmpl,5.71,571000
Ford Ecosport 1.5 DV5 MT Trend,2015,65925,Diesel,Manual,Second,22.7 kmpl,5.49,549000
Honda City 1.3 EXI,2004,73500,Petrol,Manual,Second,13.0 kmpl,1.3,130000
Mahindra XUV500 W6 2WD,2014,55000,Diesel,Manual,First,16.0 kmpl,8.5,850000
Toyota Fortuner 4x2 Manual,2012,115000,Diesel,Manual,First,13.0 kmpl,12.99,1299000
Hyundai Grand i10 1.2 Kappa Magna,2017,31184,Petrol,Manual,First,18.9 kmpl,5,500000
Maruti Dzire AMT ZDI Plus,2017,41747,Diesel,Automatic,First,28.4 kmpl,9,900000
Maruti Swift VDI,2016,38143,Diesel,Manual,First,22.9 kmpl,5.22,522000
Volkswagen Polo Petrol Highline 1.2L,2012,19030,Petrol,Manual,First,16.47 kmpl,3.8,380000
Toyota Etios Liva 1.2 VX Dual Tone,2019,20877,Petrol,Manual,First,18.16 kmpl,7.27,727000
Maruti Swift VXI,2016,23555,Petrol,Manual,First,22.0 kmpl,5.1,510000
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,2013,29000,Diesel,Automatic,First,14.21 kmpl,29,2900000
Maruti Wagon R VXI,2013,61000,Petrol,Manual,First,18.9 kmpl,2.9,290000
Tata Nano Lx BSIV,2012,4187,Petrol,Manual,First,26.0 kmpl,1.38,138000
Skoda Laura 1.8 TSI Ambiente,2011,46000,Petrol,Manual,First,13.4 kmpl,5.5,550000
Volkswagen Polo GT TSI,2016,28000,Petrol,Automatic,First,17.21 kmpl,7.25,725000
Hyundai Verna 1.6 SX,2014,83558,Diesel,Manual,First,22.32 kmpl,6.98,698000
Tata Bolt Quadrajet XE,2017,40000,Diesel,Manual,First,22.95 kmpl,5.25,525000
Hyundai EON D Lite Plus,2013,36000,Petrol,Manual,First,21.1 kmpl,1.95,195000
Audi A4 2.0 TDI 177 Bhp Premium Plus,2014,21000,Diesel,Automatic,First,17.11 kmpl,24.5,2450000
Toyota Innova 2.5 GX (Diesel) 7 Seater,2013,62162,Diesel,Manual,First,12.99 kmpl,8.31,831000
Mercedes-Benz M-Class ML 350 CDI,2012,83000,Diesel,Automatic,First,11.74 kmpl,36,3600000
Hyundai Xcent 1.1 CRDi S,2015,58000,Diesel,Manual,First,24.4 kmpl,5.5,550000
Honda Accord 2.4 AT,2011,62332,Petrol,Automatic,First,11.7 kmpl,5.89,589000
Volkswagen Vento 1.5 TDI Highline,2016,50867,Diesel,Manual,First,20.34 kmpl,7.95,795000
Hyundai i20 Sportz Petrol,2010,73000,Petrol,Manual,First,17.0 kmpl,2.75,275000
Hyundai Elantra CRDi SX,2012,98008,Diesel,Manual,First,22.7 kmpl,6.25,625000
Ford Figo Diesel Titanium,2015,36000,Diesel,Manual,First,20.0 kmpl,4.95,495000
Hyundai i20 1.2 Magna Executive,2019,27339,Petrol,Manual,First,18.6 kmpl,6.27,627000
Hyundai Verna 1.6 CRDi SX,2017,25000,Diesel,Manual,First,23.9 kmpl,8.65,865000
Hyundai Grand i10 Asta,2014,37000,Petrol,Manual,First,18.9 kmpl,3.5,350000
Audi Q5 2.0 TDI,2015,56000,Diesel,Automatic,First,14.16 kmpl,35,3500000
Maruti Swift Dzire ZXi,2015,27000,Petrol,Manual,First,17.5 kmpl,4.45,445000
Hyundai i20 Magna,2012,37000,Petrol,Manual,First,18.5 kmpl,2.65,265000
Mahindra KUV 100 mFALCON D75 K4 Plus 5str,2017,10500,Diesel,Manual,First,25.32 kmpl,4.7,470000
Hyundai Elantra 1.6 SX Option AT,2014,49000,Diesel,Automatic,First,18.23 kmpl,8.9,890000
Jeep Compass 2.0 Limited Option Black,2017,7000,Diesel,Manual,First,17.1 kmpl,17.45,1745000
Maruti Vitara Brezza VDi Option,2017,71256,Diesel,Manual,First,24.3 kmpl,9.58,958000
Toyota Corolla Altis 1.8 GL,2012,83184,Petrol,Manual,First,14.28 kmpl,6.22,622000
Mahindra XUV500 W8 2WD,2013,87284,Diesel,Manual,First,15.1 kmpl,7.8,780000
BMW X1 xDrive 20d xLine,2016,7000,Diesel,Automatic,First,20.68 kmpl,27.75,2775000
Hyundai i20 Magna 1.4 CRDi,2015,29000,Diesel,Manual,Second,22.54 kmpl,7,700000
Mercedes-Benz GLE 350d,2017,33552,Diesel,Automatic,First,11.57 kmpl,64.87,6487000
Chevrolet Cruze LTZ,2013,64000,Diesel,Manual,Second,17.3 kmpl,6.5,650000
Hyundai i20 1.2 Magna,2011,82000,Petrol,Manual,Second,18.5 kmpl,2.7,270000
Honda Brio S MT,2012,70000,Petrol,Manual,Second,19.4 kmpl,2.5,250000
Nissan Evalia 2013 XL,2013,166194,Diesel,Manual,First,19.3 kmpl,3.9,390000
Volkswagen Polo Petrol Trendline 1.2L,2015,58000,Petrol,Manual,First,16.47 kmpl,3.95,395000
Hyundai i10 Sportz 1.2,2010,77000,Petrol,Manual,Second,20.36 kmpl,2.1,210000
Chevrolet Cruze LTZ AT,2009,73204,Diesel,Automatic,Third,18.1 kmpl,3.5,350000
Hyundai i10 Era,2007,70000,Petrol,Manual,Second,19.81 kmpl,2,200000
Maruti Ertiga VDI,2014,79870,Diesel,Manual,First,20.77 kmpl,5.35,535000
Honda Amaze S i-Dtech,2013,90000,Diesel,Manual,First,25.8 kmpl,3.8,380000
Mercedes-Benz A Class A180 Sport,2016,17000,Petrol,Automatic,First,15.5 kmpl,17.25,1725000
Hyundai Grand i10 1.2 Kappa Magna,2018,46493,Petrol,Manual,First,18.9 kmpl,5.53,553000
Hyundai i10 Sportz 1.2,2009,68000,Petrol,Manual,Third,20.36 kmpl,1.95,195000
Maruti Swift DDiS ZDI Plus,2017,2000,Diesel,Manual,First,28.4 kmpl,8.2,820000
Honda City 1.3 EXI,1999,140000,Petrol,Manual,First,13.0 kmpl,0.9,90000
Toyota Innova 2.5 GX (Diesel) 7 Seater,2013,255000,Diesel,Manual,Third,12.99 kmpl,6.5,650000
